opeid,school,total,min_aid
03029700,Universal Technology College  Of  Puerto Rico,1432599,716300
00212200,Bay Path University,1431166,715583
01300500,Olympian Academy Of Cosmetology,1430238,715119
00223600,Alma College,1429939,714970
00976700,Olive-Harvey College,1429900,714950
00968400,Blue Ridge Community College,1426892,713446
00527700,Eastern Maine Community College,1426773,713387
00328000,Keystone College,1425853,712927
00367200,Lds Business College,1422523,711262
00358600,Lubbock Christian University,1422450,711225
01025600,Benedictine College,1420495,710248
00140100,Post University,1419702,709851
00379700,University Of Puget Sound,1418056,709028
00303700,College Of Wooster (The),1417795,708898
00531300,North Central State College,1410128,705064
00336600,Saint Francis University,1409610,704805
00364100,Texas Lutheran University,1408194,704097
00291000,Belmont Abbey College,1407500,703750
00291400,Catawba College,1407154,703577
01170700,North-West College,1406776,703388
02110200,Columbia College Hollywood,1405837,702919
00349600,King University,1405253,702627
00384800,Edgewood College,1402919,701460
00350500,Maryville College,1401887,700944
03797400,Career Care Institute,1401625,700813
00356100,Cedar Valley College,1401492,700746
00298300,Wilkes Community College,1401082,700541
00257500,Franklin Pierce University,1400647,700324
00285300,Suny Maritime College,1400241,700121
00199400,Hopkinsville Community College,1399325,699663
00709900,Virginia Highlands Community College,1398769,699385
00112700,California College Of The Arts,1397586,698793
03889300,Stanbridge University,1395629,697815
02107800,University Of Hawaii - West Oahu,1395000,697500
00962900,Mountain Empire Community College,1394924,697462
00294700,Mitchell Community College,1393025,696513
00329300,Lycoming College,1392658,696329
00244900,Avila University,1391760,695880
00201400,Louisiana State University Health Sciences Center,1391236,695618
00328400,Lafayette College,1391019,695510
00328500,Lancaster Bible College,1389655,694828
00288000,Ulster County Community College,1387075,693538
00255500,Nebraska Wesleyan University,1382752,691376
00680700,Community College Of Beaver County,1381963,690982
00280500,Roberts Wesleyan College,1381405,690703
02166200,Iti Technical College,1381165,690583
01006000,Vernon College,1381106,690553
00187400,Luther College,1380684,690342
00141400,Trinity College,1376444,688222
00576100,L. E. Fletcher Technical Community College,1375120,687560
03068200,Ohio Media School,1374115,687058
00170500,Illinois Valley Community College,1373121,686561
02330100,Pioneer Pacific College,1373074,686537
03542400,Copper Mountain College,1372962,686481
00104100,Spring Hill College,1372682,686341
00196800,Kentucky State University,1372077,686039
00392800,Casper College,1370012,685006
00368400,Champlain College,1368260,684130
01248300,Paul Mitchell The School Dallas,1367452,683726
00205000,University Of New England,1365831,682916
01087900,Richland Community College,1365509,682755
01036300,Western Nevada College,1363469,681735
00137400,Albertus Magnus College,1362920,681460
02337700,Professional Skills Institute,1362751,681376
00147800,Edward Waters College,1361209,680605
00385400,Lakeland University,1361111,680556
00243300,Rust College,1359587,679794
00407200,Northwood University,1358224,679112
00237900,Saint John'S University,1357136,678568
00238500,Northland Community And Technical College,1355409,677705
00349200,Freed Hardeman University,1353998,676999
00137200,Western Colorado University,1353339,676670
00265400,New Mexico Institute Of Mining & Technology,1353197,676599
00676000,University Of Maine - Augusta,1351526,675763
00326200,Elizabethtown College,1350544,675272
00259900,Centenary University,1350523,675262
00343600,Limestone College,1350503,675252
00117800,College Of Marin,1347945,673973
02222700,Francis Tuttle Technology Center School District No. 21,1347306,673653
00326700,Geneva College,1347254,673627
00824600,Dine College,1346931,673466
00110200,Ouachita Baptist University,1344385,672193
00330300,Carlow University,1343715,671858
04263600,Northeast Lakeview College,1343444,671722
00294300,Louisburg College,1342704,671352
00354300,Austin College,1342606,671303
00169600,Illinois Wesleyan University,1341680,670840
01179900,Paul Mitchell The School Fayetteville,1340711,670356
02089600,Concorde Career Institute,1340456,670228
00222700,Wheaton College,1338514,669257
00357300,Hill College,1336557,668279
04192800,Be'Er Yaakov Talmudic Seminary,1335069,667535
00338900,Washington And Jefferson College,1334327,667164
02272400,Eastern College Of Health Vocations,1332068,666034
00708500,Mount Vernon Nazarene University,1330478,665239
00200100,Thomas More University,1329216,664608
00170400,Knox College,1328070,664035
00343100,Converse College,1326683,663342
00767800,Spartan College Of Aeronautics And Technology,1326190,663095
02588200,Douglas J Aveda Institute,1324125,662063
00803800,Middlesex Community College,1323379,661690
00248900,Missouri Valley College,1322917,661459
00344700,Spartanburg Methodist College,1322353,661177
00520800,College Of Westchester (The),1320712,660356
01287000,Southern State Community College,1319577,659789
00208000,Maryland Institute College Of Art,1318621,659311
04229500,Texas A&M University - Central Texas,1318324,659162
00110000,John Brown University,1316339,658170
02515400,City College,1316096,658048
00230800,Olivet College,1315786,657893
00215300,Gordon College,1311252,655626
00170000,Judson University,1311084,655542
01167200,Mendocino College,1309837,654919
00218700,Massachusetts College Of Liberal Arts,1309397,654699
00198800,Union College,1308850,654425
00464100,Dunwoody College Of Technology,1304369,652185
01050900,Hallmark University,1304065,652033
00377900,Grays Harbor College,1303394,651697
00229400,Monroe County Community College,1300516,650258
02357700,Paul Mitchell The School Houston,1300078,650039
00855700,Nash Community College,1299061,649531
00569900,George Corley Wallace State Community College - Selma,1298325,649163
00214000,College Of Our Lady Of The Elms,1298135,649068
01465900,Oglala Lakota College,1297595,648798
00146800,Saint Thomas University,1296380,648190
00380900,Bluefield State College,1296174,648087
00689500,University Of Nebraska Medical Center,1295673,647837
00746600,Lim College,1293881,646941
01002700,James A. Rhodes State College,1292073,646037
00189600,Wartburg College,1289269,644635
00117300,Pomona College,1285644,642822
00991000,Technical College Of The Lowcountry - Beaufort Campus,1283989,641995
00377700,Heritage University,1283643,641822
00155600,Brenau University,1283197,641599
00303300,Mount St. Joseph University,1282973,641487
00191900,Garden City Community College,1282005,641003
00391100,Viterbo University,1279908,639954
00158600,Oglethorpe University,1279508,639754
00170900,Lincoln College,1279507,639754
00158900,Reinhardt University,1278399,639200
00365100,University Of Dallas,1277096,638548
03019800,Pci Health Training Center,1276232,638116
00299400,Minot State University,1275782,637891
00295500,Pfeiffer University,1274850,637425
00308500,Notre Dame College Of Ohio,1274119,637060
01257400,Ringling College Of Art And Design,1273220,636610
00187300,Loras College,1272730,636365
00233500,Riverland Community College,1272243,636122
00273400,Houghton College,1272224,636112
02260500,Summit Academy Opportunities Industrialization Center,1272165,636083
00178700,Bethel University,1269847,634924
00769000,Kankakee Community College,1267153,633577
00336200,Seton Hill University,1266845,633423
04203400,Arkansas State University - Newport,1266638,633319
00207600,Hood College,1265284,632642
00339200,Westminster College,1265227,632614
00544700,Randolph Community College,1264255,632128
00370900,Emory & Henry College,1262240,631120
03066500,Southeastern Technical College,1258784,629392
00102900,University Of Mobile,1257422,628711
00373800,Southern Virginia University,1257205,628603
02527500,Houston Training Schools,1254446,627223
04263400,Florida Polytechnic University,1253303,626652
00379400,Saint Martin'S University,1252197,626099
01301600,Ogle School Hair Skin Nails,1248354,624177
00696200,Hazard Community And Technical College,1248333,624167
00307200,Malone University,1247915,623958
01281300,John Wood Community College,1245792,622896
00203900,Colby College,1244996,622498
00119600,Dominican University Of California,1244783,622392
02320900,Tidewater Tech,1243306,621653
00218100,Massachusetts Maritime Academy,1242689,621345
00383000,West Virginia Wesleyan College,1242558,621279
00101500,Enterprise State Community College,1240737,620369
00885500,Edgecombe Community College,1239795,619898
00168800,Illinois College,1239311,619656
00103800,Snead State Community College,1239198,619599
00219700,Nichols College,1236801,618401
00223800,Andrews University,1236555,618278
03090800,Lake Erie College Of Osteopathic Medicine,1233436,616718
00563800,Downey Adult School,1232716,616358
01275000,Edison State Community College,1229604,614802
00728700,Brazosport College,1228723,614362
04210100,Stella And Charles Guttman Community College,1228352,614176
03071600,College Of Business & Technology,1227280,613640
00174800,Rockford University,1225910,612955
00101900,Huntingdon College,1225333,612667
00381800,University Of Charleston,1222988,611494
00100700,Central Alabama Community College,1222052,611026
00188000,Mount Mercy University,1221083,610542
00291800,Davidson College,1220411,610206
00191000,Coffeyville Community College,1219871,609936
02278100,Santa Fe Community College,1219106,609553
00376100,Wytheville Community College,1217475,608738
00361600,Southwestern Assemblies Of God University,1215532,607766
01115000,Asnuntuck Community College,1215438,607719
00345800,Augustana University,1215394,607697
00925600,Moraine Park Technical College,1215286,607643
03856300,Universal Career School,1214724,607362
00808200,Cleveland Community College,1214574,607287
00154700,Point University,1214025,607013
00362000,Southwestern University,1213449,606725
00497200,Galveston College,1212226,606113
03542300,Concorde Career College,1209817,604909
00147200,Chipola College,1208491,604246
00159100,Shorter University,1208080,604040
00190200,Cowley County Community College & Area Vocational Technical School,1206714,603357
00104400,Stillman College,1206208,603104
00351900,Rhodes College,1205945,602973
00398700,La Roche University,1205918,602959
00223900,Aquinas College,1204512,602256
00258200,Manchester Community College,1203670,601835
00137900,Connecticut College,1202711,601356
04057300,Asher College,1201948,600974
00183600,Saint Mary'S College,1201641,600821
00337000,Swarthmore College,1200865,600433
00703200,Midamerica Nazarene University,1199713,599857
00134300,Woodbury University,1199479,599740
00466100,Hampshire College,1199199,599600
01302700,Yeshivath Viznitz,1198248,599124
04161800,Brandman University,1196618,598309
